OBJECTID,DESCRIPTION,NAREA,Max_FAR,INSIDE_X,INSIDE_Y,DETAIL,LANDUSE_CODE,ShapeSTArea,ShapeSTLength
112,Conservation and Ecological Reserves,1.05838647,,486980.27634257,5514733.67745933,"Applies to natural or semi-natural areas with high environmental values intended for conservation. Lands consist of protected areas and ecological reserves with an established management plan that identifies the primary focus as habitat protection or environmentally sensitive lands. These lands are secured by federal, provincial or municipal ownership, legal conservation covenant, or protected area zoning (in future). Examples include the Skwelwil'em Wildlife Management Area (Squamish Estuary), Brackendale Eagles Provincial Park, and Baynes Island Ecological Reserve. This designation supports natural areas recognized as providing critical ecological services such as flood protection and stormwater management.",1,10583.865234375,1006.12467082071
113,Conservation and Ecological Reserves,0.00279155,,486398.15946667,5514572.6661,"Applies to natural or semi-natural areas with high environmental values intended for conservation. Lands consist of protected areas and ecological reserves with an established management plan that identifies the primary focus as habitat protection or environmentally sensitive lands. These lands are secured by federal, provincial or municipal ownership, legal conservation covenant, or protected area zoning (in future). Examples include the Skwelwil'em Wildlife Management Area (Squamish Estuary), Brackendale Eagles Provincial Park, and Baynes Island Ecological Reserve. This designation supports natural areas recognized as providing critical ecological services such as flood protection and stormwater management.",1,27.915283203125,34.1247094507378
114,Conservation and Ecological Reserves,1.61685499,,487300.32632738,5513120.92955141,"Applies to natural or semi-natural areas with high environmental values intended for conservation. Lands consist of protected areas and ecological reserves with an established management plan that identifies the primary focus as habitat protection or environmentally sensitive lands. These lands are secured by federal, provincial or municipal ownership, legal conservation covenant, or protected area zoning (in future). Examples include the Skwelwil'em Wildlife Management Area (Squamish Estuary), Brackendale Eagles Provincial Park, and Baynes Island Ecological Reserve. This designation supports natural areas recognized as providing critical ecological services such as flood protection and stormwater management.",1,16168.5493164062,1334.54078645612
115,"Parks, Greenway Corridor and Recreation",15.27254326,,487203.52056672,5512641.9263137,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,152725.432373047,3709.80638204105
116,Conservation and Ecological Reserves,1.8418589,,488779.08733526,5510341.38326596,"Applies to natural or semi-natural areas with high environmental values intended for conservation. Lands consist of protected areas and ecological reserves with an established management plan that identifies the primary focus as habitat protection or environmentally sensitive lands. These lands are secured by federal, provincial or municipal ownership, legal conservation covenant, or protected area zoning (in future). Examples include the Skwelwil'em Wildlife Management Area (Squamish Estuary), Brackendale Eagles Provincial Park, and Baynes Island Ecological Reserve. This designation supports natural areas recognized as providing critical ecological services such as flood protection and stormwater management.",1,18418.5888671875,4418.2439176406
117,Conservation and Ecological Reserves,3.04324836,,487931.92775704,5508528.54661054,"Applies to natural or semi-natural areas with high environmental values intended for conservation. Lands consist of protected areas and ecological reserves with an established management plan that identifies the primary focus as habitat protection or environmentally sensitive lands. These lands are secured by federal, provincial or municipal ownership, legal conservation covenant, or protected area zoning (in future). Examples include the Skwelwil'em Wildlife Management Area (Squamish Estuary), Brackendale Eagles Provincial Park, and Baynes Island Ecological Reserve. This designation supports natural areas recognized as providing critical ecological services such as flood protection and stormwater management.",1,30432.4838867188,4262.37746393757
119,Resource and Recreation,7.02617382,,489732.89637714,5515702.81525308,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,70261.8547363281,6401.55722698649
120,"Parks, Greenway Corridor and Recreation",7.96230132,,491307.17282985,5513838.89375604,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,79623.0139160156,8871.15564066079
121,Resource and Recreation,32.43971105,,487673.79602288,5500999.58105285,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,324397.110351562,8410.22122161095
123,Resource and Recreation,0.25513911,,489504.77791253,5504279.98417454,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,2551.39086914062,246.362379370974
124,Resource and Recreation,0.18823544,,488628.78360931,5506803.88554407,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,1882.35498046875,1254.7338048865
125,Civic and Institutional,3.82109059,,491138.0457249,5505642.9596826,"Applies to lands designated for civic and community institutional purposes for municipal, educational or cultural activities. This includes: municipal facilities and schools that are located outside the Downtown or Residential Neighbourhoods designation; health and welfare services; places of worship, burial and assembly; public care; government offices; and public safety.",5,38210.9057617188,754.144155945492
126,Civic and Institutional,12.80939024,,489246.76125247,5505953.70651374,"Applies to lands designated for civic and community institutional purposes for municipal, educational or cultural activities. This includes: municipal facilities and schools that are located outside the Downtown or Residential Neighbourhoods designation; health and welfare services; places of worship, burial and assembly; public care; government offices; and public safety.",5,128093.900878906,1793.02383045702
127,Residential Neighbourhood,31.87775665,,489984.52922898,5509180.01195668,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,318776.847900391,4825.13889971008
128,Civic and Institutional,3.02281205,,490168.40260198,5509528.77870511,"Applies to lands designated for civic and community institutional purposes for municipal, educational or cultural activities. This includes: municipal facilities and schools that are located outside the Downtown or Residential Neighbourhoods designation; health and welfare services; places of worship, burial and assembly; public care; government offices; and public safety.",5,30228.1206054688,730.63447654592
129,Civic and Institutional,11.58513741,,489014.62288114,5513314.45638996,"Applies to lands designated for civic and community institutional purposes for municipal, educational or cultural activities. This includes: municipal facilities and schools that are located outside the Downtown or Residential Neighbourhoods designation; health and welfare services; places of worship, burial and assembly; public care; government offices; and public safety.",5,115851.374267578,1519.70960990656
130,Residential Neighbourhood,4.14151692,,490135.81141116,5510346.50477974,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,41415.1694335938,901.514580836164
132,"Parks, Greenway Corridor and Recreation",2.51547016,,489191.79892878,5516846.49185961,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,25154.7009277344,2550.62893358029
134,"Facilities, Utilities, and Transportation Corridor",4.15012637,,489581.93195937,5508943.67774875,"Applies to major municipal facilities, utilities and transportation corridors. These include the municipal landfill, water towers, the BC Hydro Substation, transportation related buildings and services (e.g. Darrell Bay Ferry Terminal), and the Squamish Municipal Airport. All municipal roads are designated Facilities, Utilities & Transportation corridors regardless of the land use shown on Schedule B. This designation also includes lands identified as critical future transportation hubs or corridors for preservation in order to ensure future mobility needs can be accounted for and met over time.",17,41501.2641601562,1050.98512569187
135,Civic and Institutional,2.49350751,,489671.67091508,5504728.37358741,"Applies to lands designated for civic and community institutional purposes for municipal, educational or cultural activities. This includes: municipal facilities and schools that are located outside the Downtown or Residential Neighbourhoods designation; health and welfare services; places of worship, burial and assembly; public care; government offices; and public safety.",5,24935.0749511719,732.063968505777
136,Industrial Business,1.22227149,,488420.56068856,5504542.08679496,"Applies to areas intended for primarily light industrial activity. Some limited commercial and business service activity is supported provided that it complements the light industrial uses. Examples of suitable commercial uses include minor offices that are not used by the general public on a day-to-day basis, accessory retail sales of products manufactured on-site, indoor recreation requiring warehouse-type space, limited convenience services primarily serving the businesses and employees of the business park, home-improvement warehouse stores, and auto-oriented services. This designation applies to much of the Squamish Business Park.",15,12222.7141113281,618.909911711131
137,"Facilities, Utilities, and Transportation Corridor",0.52120944,,489498.61170199,5514571.44456543,"Applies to major municipal facilities, utilities and transportation corridors. These include the municipal landfill, water towers, the BC Hydro Substation, transportation related buildings and services (e.g. Darrell Bay Ferry Terminal), and the Squamish Municipal Airport. All municipal roads are designated Facilities, Utilities & Transportation corridors regardless of the land use shown on Schedule B. This designation also includes lands identified as critical future transportation hubs or corridors for preservation in order to ensure future mobility needs can be accounted for and met over time.",17,5212.09448242188,290.639630161232
139,"Facilities, Utilities, and Transportation Corridor",22.59147194,,489578.04848186,5515032.27993144,"Applies to major municipal facilities, utilities and transportation corridors. These include the municipal landfill, water towers, the BC Hydro Substation, transportation related buildings and services (e.g. Darrell Bay Ferry Terminal), and the Squamish Municipal Airport. All municipal roads are designated Facilities, Utilities & Transportation corridors regardless of the land use shown on Schedule B. This designation also includes lands identified as critical future transportation hubs or corridors for preservation in order to ensure future mobility needs can be accounted for and met over time.",17,225914.719482422,1936.0322163893
140,"Parks, Greenway Corridor and Recreation",19.28956699,,489329.91664728,5513050.25571809,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,192895.669189453,1995.15110120237
141,Industrial Business,66.94092512,,488989.31031652,5507553.24692761,"Applies to areas intended for primarily light industrial activity. Some limited commercial and business service activity is supported provided that it complements the light industrial uses. Examples of suitable commercial uses include minor offices that are not used by the general public on a day-to-day basis, accessory retail sales of products manufactured on-site, indoor recreation requiring warehouse-type space, limited convenience services primarily serving the businesses and employees of the business park, home-improvement warehouse stores, and auto-oriented services. This designation applies to much of the Squamish Business Park.",15,669409.249755859,5272.31346161499
142,Mixed Employment,4.06962005,,488748.01414734,5508254.43533004,"Applies to lands intended for a creative, complementary and flexible mix of employment generating uses in transitional employment and light industrial areas. This includes Downtown South which is intended to maintain an eclectic, funky character. Supported uses in the mixed employment areas include civic, institutional, artisan, arts, culture, limited retail, business office, professional office, light industrial, residential mixed-use, parks, and greenways. Residential-only and retail-only land uses are not supported under this land use designation. The maximum floor area ratio for Mixed Employment areas in Downtown Squamish is 1.7.",10,40696.2004394531,787.142583721012
143,Industrial Business,1.7516599,,489566.02432255,5505014.61793832,"Applies to areas intended for primarily light industrial activity. Some limited commercial and business service activity is supported provided that it complements the light industrial uses. Examples of suitable commercial uses include minor offices that are not used by the general public on a day-to-day basis, accessory retail sales of products manufactured on-site, indoor recreation requiring warehouse-type space, limited convenience services primarily serving the businesses and employees of the business park, home-improvement warehouse stores, and auto-oriented services. This designation applies to much of the Squamish Business Park.",15,17516.5991210938,723.646932692898
144,"Facilities, Utilities, and Transportation Corridor",0.02854015,,489383.33007453,5506658.84957342,"Applies to major municipal facilities, utilities and transportation corridors. These include the municipal landfill, water towers, the BC Hydro Substation, transportation related buildings and services (e.g. Darrell Bay Ferry Terminal), and the Squamish Municipal Airport. All municipal roads are designated Facilities, Utilities & Transportation corridors regardless of the land use shown on Schedule B. This designation also includes lands identified as critical future transportation hubs or corridors for preservation in order to ensure future mobility needs can be accounted for and met over time.",17,285.401123046875,670.994616954986
145,Civic and Institutional,5.8663957,,489640.55317088,5504476.97803666,"Applies to lands designated for civic and community institutional purposes for municipal, educational or cultural activities. This includes: municipal facilities and schools that are located outside the Downtown or Residential Neighbourhoods designation; health and welfare services; places of worship, burial and assembly; public care; government offices; and public safety.",5,58663.9580078125,1473.84547067519
146,Resource and Recreation,0.24903957,,489618.18162785,5504626.96602833,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,2490.39599609375,269.807778348502
147,Residential Neighbourhood,7.19291001,,489774.13242677,5505022.02882945,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,71929.0993652344,2761.54663268969
148,Restricted Industrial,200.02249085,,489078.94900768,5514152.84468844,"Applies to lands situated exposed to natural hazards suitable for land-intensive medium and heavy industrial purposes, e.g. areas of the Cheekeye Fan or areas within a floodplain that are not protected by dike infrastructure. Allows for Resource and Recreation-related activities, open space and outdoor recreational activities where the predominant activity is not enclosed within a building, does not require permanent structures or buildings, and is not reliant on municipal servicing. Supported uses include log sorts, sawmills and wood manufacturing, waste management, and recycling facilities. Restricted industrial activities within the Cheekeye Fan are subject to the Cheekeye Debris Flow Hazard policies in Section 11. Lands in the Cheekeye Fan with this designation will be reviewed in conjunction with land use and development control policies in the event that an approved area-wide mitigation scheme for Cheekeye Fan is put in place.",16,2000224.9074707,10619.8659967725
150,Residential Neighbourhood,5.00965005,,488455.80802879,5513500.81815516,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,50096.5009765625,1280.92534255561
151,Industrial Business,7.18769148,,488676.33015239,5513439.66625684,"Applies to areas intended for primarily light industrial activity. Some limited commercial and business service activity is supported provided that it complements the light industrial uses. Examples of suitable commercial uses include minor offices that are not used by the general public on a day-to-day basis, accessory retail sales of products manufactured on-site, indoor recreation requiring warehouse-type space, limited convenience services primarily serving the businesses and employees of the business park, home-improvement warehouse stores, and auto-oriented services. This designation applies to much of the Squamish Business Park.",15,71876.9145507812,1246.20629302579
153,"Parks, Greenway Corridor and Recreation",84.61983393,,490733.14652771,5508909.15936395,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,846198.349853516,19022.049786542
155,"Parks, Greenway Corridor and Recreation",2.60363309,,488685.34275116,5502573.06242726,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,26036.3312988281,827.595019212392
156,Mixed Use Commercial,0.45939503,,490475.57050757,5509226.42971303,"Applies to areas with ground level commercial uses (e.g. retail and service commercial) with complementary office, professional services and/or residential uses allowed above the first floor. These areas are intended to accommodate residential growth for Squamish.",6,4593.9501953125,277.25360833013
161,"Facilities, Utilities, and Transportation Corridor",0.00232883,,489382.87257357,5506914.7967536,"Applies to major municipal facilities, utilities and transportation corridors. These include the municipal landfill, water towers, the BC Hydro Substation, transportation related buildings and services (e.g. Darrell Bay Ferry Terminal), and the Squamish Municipal Airport. All municipal roads are designated Facilities, Utilities & Transportation corridors regardless of the land use shown on Schedule B. This designation also includes lands identified as critical future transportation hubs or corridors for preservation in order to ensure future mobility needs can be accounted for and met over time.",17,23.288330078125,399.850393405139
166,Residential Neighbourhood,0.00150949,,490186.78956585,5508137.50224406,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,15.094970703125,138.46284388793
168,"Parks, Greenway Corridor and Recreation",0.20762318,,490990.24603414,5510006.36278181,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,2076.23046875,425.583461915463
171,Resource and Recreation,11.08726465,,491079.58010324,5512544.87857084,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,110872.648925781,3847.18323024385
173,Resource and Recreation,3.868e-05,,490222.27443333,5511200.56473333,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,0.38720703125,6.12778501492729
174,Resource and Recreation,2.596e-05,,490041.73773333,5510636.2283,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,0.259521484375,24.888345282464
176,Resource and Recreation,15.62354097,,490192.4789141,5515945.2270214,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,156235.493408203,13510.0402823064
178,Civic and Institutional,4.02228021,,491141.70002235,5505638.97028238,"Applies to lands designated for civic and community institutional purposes for municipal, educational or cultural activities. This includes: municipal facilities and schools that are located outside the Downtown or Residential Neighbourhoods designation; health and welfare services; places of worship, burial and assembly; public care; government offices; and public safety.",5,40222.8012695312,768.499898972768
181,Resource and Recreation,0.0494287,,492421.54286571,5505681.58688299,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,494.28662109375,416.958287686948
182,Residential Neighbourhood,0.55911818,,489764.52713041,5504482.70266076,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,5591.1826171875,1014.0905525184
183,"Parks, Greenway Corridor and Recreation",0.17585332,,489725.36194489,5504451.45021479,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,1758.533203125,221.199345453456
184,"Parks, Greenway Corridor and Recreation",4.45633073,,489249.29556898,5504049.17938627,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,44563.3125,2883.58661072587
185,"Parks, Greenway Corridor and Recreation",0.10581896,,489727.31543045,5504269.28740607,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,1058.18896484375,140.625243537062
186,"Parks, Greenway Corridor and Recreation",0.04557813,,489642.65199247,5504239.30036124,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,455.781982421875,307.118412583124
